Local Authority,Cumulative Cases,Deaths (cum.),First dose (cum.),Second dose (cum.),Third dose (cum.),Median age,People per sq. km,Asian%,"Black, African, Caribbean%",Mixed%,White%,Other%,% of key workers,Unemployed (%),Employees (%),Self-employed (%),Region name,"Households, 1+ child (%)",Deprivation Score
Vale of White Horse,37244.0,157.0,113498.0,109061.0,91732.0,42.5,235.0,2.4,1.0,1.3,94.9,0.3,21.7,2.5,78.1,13.3,South East,28.8,8.4
Cambridge,37637.0,123.0,115341.0,107269.0,85386.0,30.3,3066.0,11.0,1.7,3.2,82.5,1.6,28.7,2.2,71.3,8.1,East  ,20.9,14.9
Eden,12684.0,157.0,44827.0,43228.0,36824.0,50.8,25.0,0.6,0.0,0.4,98.9,0.1,36.8,1.5,67.5,18.3,North West,17.9,16.3
East Lindsey,32776.0,495.0,120141.0,114960.0,97486.0,52.4,80.0,0.6,0.2,0.7,98.5,0.1,42.0,4.9,55.9,10.4,East Midlands,15.7,29.9
West Lindsey,25479.0,233.0,77894.0,74641.0,63310.0,48.2,83.0,0.8,0.3,0.7,98.2,0.1,37.0,4.0,65.4,6.3,East Midlands,24.9,20.4
Tamworth,24713.0,247.0,59508.0,56233.0,44559.0,41.3,2486.0,1.0,0.5,1.0,97.3,0.1,30.9,3.6,76.9,4.3,West Midlands,29.5,21.1
Arun,43142.0,397.0,131827.0,126009.0,106710.0,49.7,727.0,1.4,0.4,1.0,97.1,0.2,31.9,3.0,63.4,11.5,South East,16.7,18.6
Mid Devon,20073.0,114.0,67863.0,64620.0,54819.0,46.7,90.0,0.6,0.1,0.6,98.6,0.1,27.7,2.9,63.4,15.2,South West,27.7,16.9
East Hampshire,31799.0,220.0,103791.0,99716.0,85596.0,47.1,238.0,1.6,0.4,1.1,96.6,0.3,39.2,2.5,68.5,11.6,South East,27.1,10.3
Test Valley,36009.0,226.0,106145.0,102097.0,85982.0,45.0,201.0,2.0,0.4,1.3,95.9,0.3,36.5,2.5,71.5,11.0,South East,24.9,11.9
Dover,30824.0,395.0,91029.0,86652.0,69926.0,46.6,375.0,1.8,0.3,0.9,96.7,0.2,35.4,4.2,60.0,12.8,South East,27.1,22.2
Sevenoaks,34986.0,292.0,94940.0,90574.0,74617.0,44.3,327.0,1.8,0.7,1.5,95.8,0.2,25.7,2.9,56.1,11.0,South East,26.0,12.4
Thanet,39258.0,514.0,108581.0,102409.0,80965.0,45.1,1370.0,1.9,0.7,1.6,95.5,0.3,29.4,5.3,57.1,14.0,South East,20.9,31.3
Ribble Valley,19506.0,177.0,51194.0,48994.0,40045.0,48.1,104.0,1.3,0.2,0.6,97.9,0.1,32.4,1.9,61.5,12.8,North West,25.9,10.6
East Staffordshire,37111.0,477.0,93493.0,88105.0,70445.0,41.9,309.0,6.9,0.9,1.4,90.4,0.3,28.8,2.6,70.4,6.9,West Midlands,20.1,19.0
Reigate and Banstead,47979.0,441.0,117932.0,111726.0,90977.0,41.5,1152.0,5.1,1.6,2.2,90.6,0.6,25.3,2.6,72.2,9.3,South East,31.0,11.3
Rugby,35192.0,199.0,86579.0,82171.0,65330.0,41.2,310.0,5.2,2.0,2.0,90.5,0.3,23.3,3.1,69.8,11.0,West Midlands,24.3,14.1
Redditch,26403.0,230.0,63879.0,60131.0,46387.0,40.2,1572.0,4.8,1.0,2.0,92.0,0.2,38.0,3.4,68.8,5.1,West Midlands,30.4,22.5
North East Derbyshire,28829.0,330.0,83745.0,80586.0,67600.0,47.9,368.0,0.8,0.2,0.8,98.0,0.1,32.6,3.0,67.0,9.3,East Midlands,21.4,17.4
Rother,22892.0,368.0,77923.0,74650.0,63930.0,53.1,189.0,1.2,0.3,1.1,97.1,0.2,38.0,3.3,66.3,12.9,South East,16.1,19.8
Preston,47730.0,406.0,109464.0,101270.0,70733.0,35.3,1006.0,15.5,1.2,2.4,80.2,0.8,38.2,3.7,67.9,8.7,North West,27.1,29.5
Stafford,40510.0,393.0,110415.0,105606.0,86325.0,45.4,229.0,2.5,0.8,1.3,95.0,0.4,34.6,2.9,71.2,7.9,West Midlands,16.7,13.7
Elmbridge,44374.0,284.0,111217.0,105676.0,87033.0,43.0,1439.0,5.4,0.8,2.6,90.3,1.0,25.0,2.6,68.0,12.1,South East,27.2,7.9
Huntingdonshire,49518.0,318.0,146784.0,140725.0,116955.0,43.5,196.0,2.5,1.0,1.5,94.8,0.3,31.1,2.5,67.7,10.1,East  ,19.2,12.6
Hart,28791.0,181.0,82556.0,79358.0,67870.0,43.7,451.0,2.7,0.6,1.6,94.9,0.3,24.7,2.1,75.8,7.5,South East,36.2,5.5
Hyndburn,27420.0,284.0,58577.0,54297.0,37067.0,39.8,1110.0,11.2,0.1,0.9,87.7,0.2,25.4,4.2,68.1,9.8,North West,23.3,34.3
South Kesteven,39694.0,326.0,116669.0,111825.0,94527.0,46.5,151.0,1.2,0.4,0.9,97.5,0.1,31.8,3.5,62.5,13.4,East Midlands,27.4,13.5
Oxford,47082.0,176.0,130754.0,120140.0,90987.0,28.9,3343.0,12.4,4.6,4.0,77.7,1.4,28.9,2.7,65.7,11.6,South East,29.6,16.7
Guildford,41730.0,253.0,115673.0,109093.0,90030.0,37.4,550.0,4.8,1.2,1.8,90.9,1.2,32.0,1.9,68.5,10.1,South East,21.0,9.4
Erewash,33586.0,362.0,89578.0,85617.0,69357.0,43.9,1052.0,1.2,0.5,1.1,97.0,0.1,37.4,3.9,72.0,12.7,East Midlands,25.9,18.8
Lancaster,41527.0,384.0,114290.0,107617.0,87415.0,39.5,258.0,2.7,0.5,1.0,95.6,0.2,35.4,3.6,65.6,13.0,North West,23.1,24.2
Harborough,27681.0,190.0,78761.0,75702.0,64199.0,46.2,159.0,3.0,0.4,1.1,95.2,0.2,42.4,2.8,69.4,13.5,East Midlands,29.5,8.0
Nuneaton and Bedworth,42185.0,391.0,101761.0,96043.0,73387.0,41.3,1645.0,6.3,0.8,1.1,91.3,0.4,34.4,3.8,70.6,10.7,West Midlands,28.3,23.5
Fareham,30688.0,306.0,96188.0,92761.0,79597.0,46.7,1565.0,1.5,0.3,1.2,96.8,0.2,30.5,2.5,70.5,10.5,South East,22.9,9.0
Watford,32363.0,262.0,75275.0,70819.0,53394.0,37.0,4507.0,17.9,5.8,3.4,71.9,0.9,31.3,2.8,67.8,8.3,East  ,22.5,15.4
Boston,18999.0,225.0,50211.0,47567.0,36850.0,41.9,192.0,1.4,0.4,1.0,96.8,0.3,42.7,4.7,70.6,7.1,East Midlands,24.1,23.0
East Northamptonshire,25963.0,251.0,74031.0,70189.0,57693.0,44.8,185.0,1.3,0.7,1.2,96.6,0.2,30.8,2.9,64.0,16.0,East Midlands,22.7,13.9
Ipswich,39166.0,366.0,102181.0,96607.0,75183.0,38.2,3465.0,4.3,2.3,3.6,88.9,0.9,35.3,4.0,69.2,7.1,East  ,26.1,25.9
Spelthorne,32600.0,239.0,79512.0,75314.0,59255.0,41.8,2224.0,7.6,1.6,2.5,87.3,1.0,32.1,3.0,66.8,11.0,South East,29.1,14.9
Adur,17237.0,94.0,51731.0,49461.0,41985.0,45.7,1529.0,1.7,0.5,1.4,95.9,0.4,39.2,3.4,71.6,14.2,South East,30.5,17.6
Carlisle,32328.0,373.0,86370.0,82193.0,67016.0,45.1,105.0,1.2,0.1,0.5,98.1,0.1,34.0,2.7,67.5,11.2,North West,19.1,22.0
Copeland,20852.0,231.0,55034.0,52601.0,43216.0,47.1,93.0,0.9,0.1,0.5,98.4,0.1,33.6,2.8,69.7,8.1,North West,19.9,25.0
Hastings,26521.0,279.0,68373.0,64259.0,50823.0,43.4,3110.0,2.4,1.2,2.2,93.8,0.5,33.1,4.4,64.4,12.3,South East,22.1,34.3
Wealden,40906.0,421.0,130315.0,124948.0,105484.0,49.0,194.0,1.2,0.2,1.0,97.5,0.2,33.3,2.7,63.6,13.9,South East,26.7,12.3
Rochford,25875.0,316.0,69834.0,67074.0,55070.0,46.2,522.0,1.1,0.5,1.1,97.2,0.2,23.8,2.0,70.5,12.2,East  ,22.0,10.4
Swale,44004.0,488.0,116109.0,109650.0,88104.0,41.1,402.0,1.1,1.0,1.2,96.6,0.2,35.1,4.7,66.1,9.5,South East,34.7,27.1
Wellingborough,23946.0,189.0,60894.0,57327.0,45400.0,42.0,489.0,5.9,3.6,2.9,87.3,0.3,40.5,4.5,76.3,11.2,East Midlands,19.7,21.7
Richmondshire,13606.0,95.0,44575.0,42000.0,33881.0,44.0,41.0,2.4,1.0,1.0,95.4,0.3,39.5,2.4,61.8,11.2,Yorkshire and The Humber,17.7,12.1
Sedgemoor,33121.0,232.0,100499.0,95822.0,78157.0,46.9,218.0,0.6,0.1,0.8,98.4,0.1,27.5,3.8,68.0,7.9,South West,20.8,21.3
Mole Valley,24570.0,257.0,73030.0,69847.0,59122.0,47.5,338.0,2.5,0.5,1.5,95.1,0.4,34.7,2.2,70.5,11.4,South East,26.4,9.5
Worcester,29891.0,204.0,79882.0,75312.0,59266.0,38.7,3042.0,4.4,0.5,1.4,93.4,0.2,30.8,3.4,63.1,13.5,West Midlands,23.5,20.4
Eastbourne,29504.0,335.0,80399.0,76050.0,61089.0,45.8,2349.0,2.8,0.8,1.8,94.1,0.5,30.1,4.2,63.7,10.6,South East,28.6,22.1
Chelmsford,55573.0,467.0,142397.0,135537.0,110067.0,41.6,527.0,2.9,1.2,1.6,93.9,0.4,40.7,2.5,71.0,9.2,East  ,18.1,12.2
Chorley,37686.0,307.0,92036.0,87685.0,69718.0,43.5,583.0,1.6,0.4,0.9,96.9,0.2,34.4,2.9,61.1,11.3,North West,30.3,16.9
North Kesteven,31390.0,266.0,97942.0,94389.0,80189.0,46.3,127.0,0.7,0.2,0.7,98.2,0.1,37.5,3.0,60.0,12.8,East Midlands,23.5,11.6
South Oxfordshire,39726.0,204.0,122999.0,118620.0,100477.0,44.4,209.0,1.8,0.6,1.3,96.1,0.2,29.3,2.1,73.0,13.4,South East,22.9,8.5
West Oxfordshire,29706.0,156.0,95583.0,91921.0,77795.0,44.7,155.0,1.4,0.4,1.2,96.8,0.2,29.6,2.0,69.3,9.5,South East,23.0,8.7
South Staffordshire,33080.0,315.0,90679.0,86781.0,71688.0,48.0,276.0,2.0,0.5,1.4,95.9,0.2,35.2,2.8,64.9,9.3,West Midlands,23.1,13.1
Torridge,15482.0,95.0,56407.0,54008.0,45897.0,50.7,69.0,0.4,0.1,0.7,98.7,0.1,41.3,2.5,55.9,23.2,South West,15.3,23.3
Gloucester,38460.0,255.0,99410.0,93353.0,75504.0,39.2,3184.0,4.8,2.9,2.9,89.1,0.3,29.1,4.1,69.0,8.7,South West,25.3,21.8
Hertsmere,33979.0,338.0,82190.0,78246.0,62514.0,40.9,1037.0,7.4,3.9,2.6,85.0,1.0,45.3,3.1,64.7,13.6,East  ,32.3,13.9
Breckland,33872.0,363.0,113312.0,108659.0,90945.0,46.8,107.0,0.8,0.5,1.2,97.4,0.1,31.3,2.4,74.2,4.9,East  ,21.8,19.6
Broadland,34707.0,374.0,110210.0,106101.0,91456.0,48.1,237.0,1.0,0.3,0.9,97.7,0.2,38.8,2.2,68.9,12.8,East  ,15.4,11.8
Corby,24943.0,164.0,51380.0,47858.0,34926.0,37.5,900.0,1.3,1.6,1.4,95.5,0.2,31.3,4.4,71.5,9.1,East Midlands,32.6,25.7
Broxtowe,33658.0,330.0,90956.0,86890.0,71508.0,43.1,1424.0,4.1,0.9,1.7,92.7,0.6,38.2,3.7,66.9,6.7,East Midlands,24.8,14.2
Mansfield,34079.0,370.0,83650.0,79319.0,60886.0,42.1,1425.0,1.2,0.4,1.1,97.2,0.1,31.9,5.1,65.7,7.4,East Midlands,20.1,28.5
High Peak,26602.0,276.0,75165.0,72021.0,59617.0,46.1,172.0,0.8,0.2,1.0,97.9,0.1,41.3,3.8,61.2,12.7,East Midlands,26.5,15.6
Canterbury,41510.0,491.0,126429.0,119321.0,96132.0,38.2,536.0,3.4,1.3,1.7,93.0,0.6,28.1,4.4,63.5,15.0,South East,22.5,16.8
Dartford,36828.0,324.0,81858.0,76802.0,57685.0,37.3,1548.0,6.0,3.7,2.2,87.4,0.8,38.4,3.0,63.8,22.5,South East,29.3,18.8
Melton,14721.0,123.0,42135.0,40371.0,33813.0,47.6,106.0,1.0,0.2,0.8,97.9,0.1,29.0,3.5,67.0,10.1,East Midlands,16.2,12.5
Craven,14856.0,120.0,47890.0,45844.0,39237.0,50.6,49.0,1.8,0.1,0.7,97.4,0.1,40.2,2.5,62.9,13.2,Yorkshire and The Humber,22.3,12.8
Waverley,36854.0,290.0,105464.0,100035.0,86128.0,45.0,366.0,1.9,0.4,1.3,96.0,0.3,38.3,2.0,69.5,14.8,South East,33.2,7.5
Welwyn Hatfield,35714.0,282.0,87456.0,82135.0,62922.0,35.7,950.0,7.9,4.5,2.5,84.1,1.0,34.3,2.9,75.7,7.1,East  ,21.5,14.2
Exeter,36467.0,166.0,105554.0,98735.0,79604.0,33.6,2794.0,3.9,0.6,1.6,93.1,0.8,35.0,2.9,69.7,7.8,South West,21.6,16.2
North Devon,23854.0,107.0,81888.0,78066.0,64721.0,48.0,89.0,0.9,0.2,0.8,97.9,0.2,36.6,2.9,68.7,14.4,South West,24.8,20.6
Folkestone and Hythe,29901.0,480.0,88427.0,84009.0,69700.0,47.3,317.0,3.4,0.4,1.2,94.7,0.3,33.5,4.0,63.6,17.8,South East,19.9,24.1
Burnley,30979.0,344.0,65424.0,60682.0,42834.0,40.0,803.0,11.0,0.2,1.1,87.4,0.3,31.9,5.6,63.8,7.7,North West,26.7,37.8
Hinckley and Bosworth,33498.0,271.0,90540.0,86420.0,71629.0,45.1,380.0,2.1,0.2,1.0,96.5,0.2,38.2,2.8,68.7,7.8,East Midlands,23.5,13.5
Harrogate,46845.0,291.0,136751.0,130350.0,109656.0,47.5,123.0,1.5,0.7,1.1,96.3,0.3,33.2,2.2,69.9,7.1,Yorkshire and The Humber,17.9,10.9
Warwick,42675.0,280.0,117645.0,111991.0,93539.0,39.7,508.0,7.2,0.7,2.0,89.2,0.9,27.7,2.8,70.1,12.6,West Midlands,21.1,12.0
Blaby,32579.0,271.0,79689.0,76082.0,62405.0,42.9,778.0,6.1,1.0,1.6,91.0,0.4,31.7,3.3,76.1,3.2,East Midlands,27.1,10.6
Daventry,25292.0,172.0,70227.0,66933.0,55957.0,45.0,130.0,1.5,0.6,1.2,96.5,0.1,26.9,3.4,61.7,13.4,East Midlands,27.6,13.2
Ashfield,38514.0,411.0,96921.0,92321.0,72150.0,41.9,1168.0,0.9,0.4,0.9,97.7,0.1,29.1,4.2,67.3,10.1,East Midlands,26.9,26.3
Woking,32744.0,217.0,81354.0,77090.0,61834.0,41.1,1585.0,11.6,1.4,2.4,83.6,1.1,26.4,2.3,75.7,6.0,South East,25.8,10.8
Cheltenham,32229.0,229.0,96021.0,91166.0,75340.0,40.7,2496.0,3.2,0.6,1.6,94.3,0.3,34.8,3.2,68.3,12.1,South West,24.9,14.3
Stroud,30033.0,235.0,100041.0,95843.0,83219.0,46.7,260.0,0.7,0.2,1.1,97.9,0.1,40.3,2.3,72.6,8.6,South West,14.6,10.8
Ashford,38223.0,391.0,103984.0,98052.0,79333.0,42.0,224.0,3.4,1.2,1.4,93.7,0.3,40.2,4.0,73.5,9.2,South East,18.5,18.5
South Ribble,35925.0,294.0,88809.0,84598.0,66482.0,44.6,979.0,1.5,0.2,1.1,97.1,0.1,32.3,2.6,74.0,8.1,North West,28.8,15.3
Lincoln,30102.0,248.0,75034.0,70367.0,54175.0,33.4,2782.0,1.9,0.8,1.3,95.6,0.4,33.0,5.5,64.7,6.3,East Midlands,22.8,26.9
Norwich,39533.0,254.0,111572.0,104786.0,81228.0,33.5,3602.0,4.4,1.6,2.3,90.8,0.8,37.8,4.0,71.3,9.4,East  ,24.6,27.6
South Norfolk,35135.0,272.0,117192.0,112484.0,96250.0,46.2,155.0,1.0,0.3,1.0,97.6,0.1,34.1,2.0,69.4,7.5,East  ,18.8,13.3
Cherwell,46223.0,237.0,127145.0,121073.0,99492.0,41.2,256.0,4.3,1.4,1.8,92.2,0.4,32.6,2.4,73.6,7.4,South East,21.2,14.4
Chichester,30929.0,299.0,102974.0,98721.0,84208.0,49.3,154.0,1.4,0.5,1.0,96.9,0.2,34.5,2.7,61.8,15.2,South East,23.8,14.1
Horsham,39221.0,250.0,121391.0,116159.0,99983.0,46.3,271.0,2.0,0.5,1.4,96.0,0.2,25.3,2.5,64.8,14.6,South East,22.9,9.9
West Devon,12239.0,54.0,47461.0,45433.0,39073.0,51.3,48.0,0.6,0.1,0.8,98.5,0.1,34.3,2.6,52.4,18.8,South West,25.9,18.1
Basildon,60185.0,616.0,138489.0,130218.0,98042.0,39.3,1702.0,2.7,2.7,1.7,92.7,0.3,33.7,3.8,65.2,12.2,East  ,27.8,23.2
Brentwood,24149.0,254.0,59813.0,57258.0,45858.0,43.3,503.0,3.2,1.2,1.6,93.6,0.4,31.0,3.0,50.2,16.0,East  ,16.1,10.0
New Forest,42527.0,362.0,148549.0,143600.0,124599.0,50.8,239.0,0.9,0.3,0.9,97.6,0.2,27.6,2.3,65.6,10.7,South East,25.0,13.0
Rushmoor,31490.0,226.0,79035.0,74704.0,61535.0,38.8,2423.0,10.4,2.0,2.2,84.8,0.6,30.6,2.8,71.8,6.0,South East,23.3,15.9
Kettering,32041.0,256.0,79837.0,75453.0,59412.0,41.2,436.0,3.2,1.1,1.4,93.9,0.4,37.3,4.8,76.7,13.4,East Midlands,28.7,19.2
Hambleton,23380.0,186.0,77082.0,74065.0,64421.0,49.9,70.0,0.7,0.2,0.7,98.3,0.1,46.8,2.5,68.3,10.8,Yorkshire and The Humber,27.0,12.0
Harlow,29669.0,214.0,64718.0,60617.0,44009.0,37.5,2851.0,4.6,3.8,2.1,89.1,0.5,30.1,4.8,70.3,10.1,East  ,26.7,21.4
Gedling,36922.0,354.0,92252.0,87890.0,70888.0,44.1,983.0,2.9,1.5,2.3,93.1,0.2,37.7,4.3,64.6,11.6,East Midlands,19.5,14.9
Newark and Sherwood,35043.0,272.0,97363.0,92905.0,75328.0,45.4,188.0,0.9,0.4,1.0,97.5,0.1,27.2,4.4,63.2,14.7,East Midlands,23.3,19.2
Cannock Chase,31222.0,329.0,78621.0,74593.0,59693.0,42.6,1277.0,1.0,0.3,0.9,97.7,0.1,28.6,3.1,75.4,9.4,West Midlands,31.0,20.4
Newcastle-under-Lyme,37303.0,424.0,100579.0,95526.0,78067.0,41.9,614.0,2.8,0.7,1.2,95.0,0.3,28.1,3.1,60.1,7.1,West Midlands,29.5,18.9
Mid Sussex,44428.0,311.0,122137.0,116700.0,97931.0,43.8,452.0,2.7,0.6,1.4,95.1,0.2,44.3,1.9,70.1,8.3,South East,25.2,7.7
East Hertfordshire,44447.0,280.0,119819.0,114631.0,93903.0,42.7,315.0,1.9,0.7,1.6,95.5,0.3,28.3,2.4,67.0,11.9,East  ,27.1,8.2
Gravesham,33966.0,342.0,77838.0,73100.0,56091.0,39.7,1080.0,10.4,2.8,2.0,82.8,1.9,31.0,4.7,75.4,7.1,South East,21.6,21.4
Tonbridge and Malling,38675.0,246.0,103633.0,98889.0,80806.0,42.2,550.0,2.0,0.3,1.4,95.9,0.3,27.7,2.8,62.2,17.8,South East,27.8,13.3
West Lancashire,35188.0,333.0,89543.0,85028.0,67873.0,44.6,330.0,0.8,0.2,0.8,98.1,0.1,44.5,3.7,55.6,17.5,North West,29.7,18.6
North West Leicestershire,30910.0,272.0,82934.0,79240.0,64983.0,43.9,371.0,1.1,0.2,0.9,97.6,0.1,26.5,3.6,67.1,5.7,East Midlands,24.4,14.6
North Norfolk,20162.0,261.0,87118.0,83954.0,73855.0,54.3,109.0,0.5,0.2,0.6,98.6,0.1,26.6,2.2,52.6,20.7,East  ,14.8,21.1
Lichfield,31115.0,351.0,88362.0,84356.0,69643.0,46.6,316.0,1.6,0.5,1.0,96.8,0.1,32.6,2.8,65.5,9.2,West Midlands,15.9,12.6
Epsom and Ewell,25493.0,230.0,64155.0,60760.0,49655.0,41.5,2366.0,8.6,1.5,2.6,85.9,1.4,26.9,2.2,70.4,16.8,South East,25.5,8.8
Crawley,36939.0,240.0,86305.0,80865.0,60437.0,37.5,2500.0,13.0,3.3,2.9,79.9,1.0,33.4,4.1,74.9,6.9,South East,23.5,18.9
East Cambridgeshire,23308.0,106.0,72842.0,69916.0,59394.0,43.4,138.0,1.4,0.6,1.4,96.2,0.3,35.7,1.9,74.6,7.8,East  ,25.4,11.5
Teignbridge,33086.0,185.0,112167.0,107321.0,91797.0,49.4,199.0,0.7,0.1,0.7,98.3,0.1,35.2,3.1,61.3,17.4,South West,21.8,15.9
Tewkesbury,25607.0,173.0,78800.0,75271.0,65049.0,44.5,229.0,1.1,0.3,0.9,97.5,0.1,24.6,3.2,77.1,7.2,South West,19.8,12.1
Wyre,32702.0,455.0,91157.0,86869.0,72114.0,49.9,397.0,0.9,0.1,0.6,98.2,0.1,48.2,2.8,68.0,10.6,North West,26.6,20.9
Tandridge,26372.0,243.0,69601.0,66300.0,55003.0,44.3,355.0,2.6,1.1,2.2,93.8,0.3,25.8,2.5,66.8,13.7,South East,28.6,11.9
North Warwickshire,19475.0,183.0,51668.0,49286.0,38395.0,45.6,230.0,0.9,0.3,0.8,97.9,0.1,23.6,3.0,66.1,10.8,West Midlands,27.8,17.9
Stevenage,26850.0,175.0,66790.0,63033.0,48283.0,38.3,3383.0,5.8,3.4,2.7,87.7,0.5,39.7,2.9,73.6,4.9,East  ,33.6,19.7
South Hams,20407.0,89.0,73107.0,69897.0,59064.0,51.5,98.0,0.6,0.1,0.8,98.4,0.1,37.5,2.4,55.3,21.7,South West,21.1,13.7
Colchester,57628.0,455.0,150564.0,142650.0,113539.0,37.8,593.0,3.7,1.5,1.8,92.0,1.0,36.8,3.2,66.1,6.5,East  ,23.6,16.8
Basingstoke and Deane,50753.0,333.0,145614.0,139200.0,114403.0,41.3,279.0,4.0,1.1,1.7,92.9,0.3,32.7,2.7,69.3,13.0,South East,28.5,12.8
Tunbridge Wells,33306.0,227.0,91977.0,87190.0,71627.0,43.2,358.0,2.5,0.6,1.6,94.9,0.3,23.5,3.0,61.5,17.9,South East,32.1,11.3
Rushcliffe,37149.0,261.0,97732.0,93671.0,78864.0,43.9,291.0,4.2,0.6,1.8,93.1,0.4,28.5,2.5,61.0,14.6,East Midlands,21.8,7.2
